Name, Party, n_Spouses, n_Children, Religion, Birthyear 
Stephanie_Malone, Republican Party (United States), 0, 0, Southern Baptist Convention, 1978 
Stephanie_Miner, Democratic Party (United States), 0, 0, None, 1970 
Stephanie_Rawlings-Blake, Democratic Party (United States), 0, 0, None, 1970 
Stephanie_Schriock, Democratic Party (United States), 0, 0, None, None 
Stephanie_Takis, Democratic Party (United States), 0, 0, None, None 
Stephanie_Tubbs_Jones, Democratic Party (United States), 0, 0, None, 1949 
Stephen_A._Douglas, Democratic Party (United States), 0, 0, None, 1813 
Stephen_A._Northway, Republican Party (United States), 0, 0, None, 1833 
Stephen_A._Schwarzman, Republican Party (United States), 0, 0, None, 1947 
Stephen_Adams_(politician), Democratic Party (United States), 0, 0, None, 1807 
Stephen_Ailes, Democratic Party (United States), 0, 0, None, 1912 
Stephen_Archambault, Democratic Party (United States), 0, 0, None, None 
Stephen_B._Packard, Republican Party (United States), 0, 0, None, 1839 
Stephen_B._Wiley, Republican Party (United States), 0, 0, None, 1929 
Stephen_Baker_(New_York), Republican Party (United States), 0, 0, None, 1819 
Stephen_Barrar, Republican Party (United States), 0, 0, None, 1954 
Stephen_Benton_Elkins, Republican Party (United States), 0, 0, None, 1841 
Stephen_Bloom_(politician), Republican Party (United States), 0, 0, Christian, 1961 
Stephen_Bolles, Republican Party (United States), 0, 0, None, 1866 
Stephen_Brewer, Democratic Party (United States), 0, 0, Catholicism, 1948 
Stephen_Breyer, Democratic Party (United States), 0, 0, Judaism, 1938 
Stephen_Brundidge,_Jr., Democratic Party (United States), 0, 0, None, 1857 
Stephen_Buoniconti, Democratic Party (United States), 0, 0, None, 1969 
Stephen_Carlton_Clark, Republican Party (United States), 0, 1, None, 1882 
Stephen_Casey, Democratic Party (United States), 0, 0, None, 1968 
Stephen_Clark_Foster, Democratic Party (United States), 0, 0, None, None 
Stephen_Coburn, Republican Party (United States), 0, 1, None, 1817 
Stephen_D._Rosenthal, Democratic Party (United States), 0, 0, None, None 
Stephen_Davenport, Democratic Party (United States), 0, 0, None, 1924 
Stephen_Dwight, Republican Party (United States), 0, 0, Methodism, None 
Stephen_Easley, Democratic Party (United States), 0, 0, None, 1952 
Stephen_F._Chadwick, Democratic Party (United States), 0, 0, None, 1825 
Stephen_F._Lynch, Democratic Party (United States), 0, 0, Catholic Church, 1955 
Stephen_Fiala, Republican Party (United States), 0, 0, None, None 
Stephen_Fincher, Republican Party (United States), 0, 0, Methodism, 1973 
Stephen_Freind, Republican Party (United States), 0, 0, Catholic Church, 1944 
Stephen_Friel_Nuckolls, Democratic Party (United States), 0, 0, None, 1825 
Stephen_Goldsmith, Republican Party (United States), 0, 0, None, 1946 
Stephen_Grabowski, Democratic Party (United States), 0, 0, None, 1952 
Stephen_Handy, Republican Party (United States), 0, 0, None, 1951 
Stephen_Hartgen, Republican Party (United States), 0, 0, None, None 
Stephen_Hawley, Republican Party (United States), 0, 0, None, None 
Stephen_Henry_Phillips, Republican Party (United States), 0, 0, None, 1823 
Stephen_Horne, Republican Party (United States), 0, 0, None, 1958 
Stephen_Humphrey, Republican Party (United States), 0, 0, None, None 
Stephen_J._Smith_(Wisconsin_politician), Democratic Party (United States), 0, 0, None, 1951 
Stephen_J._Solarz, Democratic Party (United States), 0, 0, None, 1940 
Stephen_J._Windhorst, Republican Party (United States), 0, 0, Catholic Church, 1957 
Stephen_K._Lane, Republican Party (United States), 0, 0, None, None 
Stephen_K._Yamashiro, Democratic Party (United States), 0, 0, None, 1941 
Stephen_Kafoury, Democratic Party (United States), 1, 0, None, 1941 
Stephen_Kaus, Democratic Party (United States), 0, 0, None, None 
Stephen_Kinsey, Democratic Party (United States), 0, 0, None, 1958 
Stephen_Kulik, Democratic Party (United States), 0, 0, None, 1950 
Stephen_L.R._McNichols, Democratic Party (United States), 0, 0, None, 1914 
Stephen_L._Johnson, Republican Party (United States), 0, 0, None, 1951 
Stephen_L._Neal, Democratic Party (United States), 0, 0, None, 1934 
Stephen_Levin, Democratic Party (United States), 0, 0, None, 1932 
Stephen_Levin_(councillor), Democratic Party (United States), 0, 0, Jews, 1981 
Stephen_Lindsey, Republican Party (United States), 0, 0, None, 1828 
Stephen_M._Sweeney, Democratic Party (United States), 0, 0, None, 1959 
Stephen_M._White, Democratic Party (United States), 0, 0, None, 1853 
Stephen_M._Young, Democratic Party (United States), 0, 0, None, 1889 
Stephen_Magie, Democratic Party (United States), 0, 0, Catholic Church, None 
Stephen_Maitland, Republican Party (United States), 0, 0, None, 1962 
Stephen_Mallory, Democratic Party (United States), 0, 0, Catholic Church, None 
Stephen_Mallory_II, Democratic Party (United States), 0, 0, None, 1848 
Stephen_May_(politician), Republican Party (United States), 0, 0, None, 1931 
Stephen_McCann_(Pennsylvania), Democratic Party (United States), 0, 0, None, None 
Stephen_McGrail, Democratic Party (United States), 0, 0, None, 1948 
Stephen_Meeks, Republican Party (United States), 0, 0, Baptists, 1970 
Stephen_Miller, Republican Party (United States), 0, 0, None, 1816 
Stephen_Morgan, Republican Party (United States), 0, 0, None, 1854 
Stephen_Morris_(politician), Republican Party (United States), 0, 0, None, 1946 
Stephen_N._Lackey, Republican Party (United States), 0, 0, None, 1980 
Stephen_Nass, Republican Party (United States), 0, 0, None, 1952 
Stephen_Newman, Republican Party (United States), 0, 0, None, 1964 
Stephen_Ortego, Democratic Party (United States), 0, 0, Catholic Church, 1984 
Stephen_P._Clark, Democratic Party (United States), 0, 0, None, 1923 
Stephen_R._Fitzgarrald, Democratic Party (United States), 0, 0, None, 1854 
Stephen_R._Reed, Democratic Party (United States), 0, 0, Catholic Church, 1949 
Stephen_R._Wise, Republican Party (United States), 0, 0, Baptists, 1941 
Stephen_Rapp, Democratic Party (United States), 0, 0, None, 1949 
Stephen_Reinhardt, Democratic Party (United States), 0, 0, None, 1931 
Stephen_Ross_Harris, Republican Party (United States), 0, 0, None, 1824 
Stephen_S._Hershey,_Jr., Republican Party (United States), 0, 0, None, 1964 
Stephen_S._Jewett, Republican Party (United States), 0, 0, None, 1858 
Stephen_S._Trott, Republican Party (United States), 0, 0, None, 1939 
Stephen_Sandstrom, Republican Party (United States), 0, 0, The Church of Jesus Christ of Latter-day Saints, None 
Stephen_Schmerin, Democratic Party (United States), 0, 0, None, None 
Stephen_Silberkraus, Republican Party (United States), 0, 0, None, 1981 
Stephen_Six, Democratic Party (United States), 0, 0, None, 1965 
Stephen_Skinner_(American_politician), Democratic Party (United States), 0, 0, None, None 
Stephen_Slesnick, Democratic Party (United States), 0, 0, Jews, 1977 
Stephen_Smyk, Republican Party (United States), 0, 0, None, None 
Stephen_Southmyd_Fenn, Democratic Party (United States), 0, 0, None, 1820 
Stephen_Stat_Smith, Democratic Party (United States), 0, 0, None, 1955 
Stephen_Stetler, Democratic Party (United States), 0, 0, None, 1949 
Stephen_T._Williams, Democratic Party (United States), 0, 0, None, None 
Stephen_Ucci, Democratic Party (United States), 0, 0, None, 1971 
Stephen_W._Doran, Democratic Party (United States), 0, 0, None, 1956 
Stephen_W._Lafferty, Democratic Party (United States), 0, 0, Christian, 1949 
Stephen_Wallace_Dorsey, Republican Party (United States), 0, 0, None, 1842 
Stephen_Warfield_Gambrill, Democratic Party (United States), 0, 0, None, 1873 
Stephen_Watt, Republican Party (United States), 0, 0, None, 1956 
Stephen_Webber, Democratic Party (United States), 0, 0, None, 1983 
Stephen_Wheeler_Downey, Republican Party (United States), 0, 0, None, 1839 
Stephen_Wojdak, Democratic Party (United States), 0, 0, None, 1938 
Stephen_Zappala, Democratic Party (United States), 0, 0, None, None 
Sterling_Price, Democratic Party (United States), 0, 0, None, 1809 
Sterling_R._Cockrill, Democratic Party (United States), 0, 0, None, 1925 
Sterling_Small, Republican Party (United States), 0, 0, None, None 
Sterling_Tucker, Democratic Party (United States), 0, 0, None, 1923 
Steve_Abbott_(politician), Republican Party (United States), 0, 0, None, 1962 
Steve_Adler_(lawyer), Democratic Party (United States), 0, 0, None, 1956 
Steve_Adubato, Democratic Party (United States), 0, 0, None, 1957 
Steve_Allen, Democratic Party (United States), 1, 0, None, 1921 
Steve_Arndt, Republican Party (United States), 0, 0, None, 1954 
Steve_Austria, Republican Party (United States), 0, 0, None, 1958 
Steve_Bach, Republican Party (United States), 0, 0, None, None 
Steve_Bair, Republican Party (United States), 0, 0, The Church of Jesus Christ of Latter-day Saints, 1958 
Steve_Bergquist, Democratic Party (United States), 0, 0, None, 1979 
Steve_Beshear, Democratic Party (United States), 0, 1, Baptists, 1944 
Steve_Bieda, Democratic Party (United States), 0, 0, None, None 
Steve_Bolstad, Democratic Party (United States), 0, 0, Catholic Church, 1966 
Steve_Bryles, Democratic Party (United States), 0, 0, Christianity, 1957 
Steve_Buehrer, Republican Party (United States), 0, 0, Methodism, None 
Steve_Bullock_(Montana_politician), Democratic Party (United States), 0, 0, None, 1966 
Steve_Buyer, Republican Party (United States), 0, 0, Methodism, 1958 
Steve_Cappiello, Democratic Party (United States), 0, 0, None, 1923 
Steve_Carter_(Louisiana_politician), Republican Party (United States), 0, 0, Presbyterianism, None 
Steve_Chabot, Republican Party (United States), 0, 0, Catholic Church, 1953 
Steve_Clouse, Republican Party (United States), 0, 0, None, 1956 
Steve_Cohen, Democratic Party (United States), 0, 0, Judaism, 1949 
Steve_Conway_(politician), Democratic Party (United States), 0, 0, None, 1944 
Steve_Cooley, Republican Party (United States), 0, 0, Catholic Church, 1947 
Steve_Cowper, Democratic Party (United States), 1, 0, Episcopal Church (United States), 1938 
Steve_Crisafulli, Republican Party (United States), 0, 0, None, 1971 
Steve_Daines, Republican Party (United States), 0, 0, Presbyterianism, 1962 
Steve_Doyle_(Wisconsin_politician), Democratic Party (United States), 0, 0, None, 1958 
Steve_Driehaus, Democratic Party (United States), 0, 0, Catholic Church, 1966 
Steve_Dyer, Democratic Party (United States), 0, 0, Christian, 1972 
Steve_Eliason, Republican Party (United States), 0, 0, None, None 
Steve_Englebright, Democratic Party (United States), 0, 0, None, 1946 
Steve_Farley, Democratic Party (United States), 0, 0, Episcopal Church (United States), 1962 
Steve_Feinberg, Republican Party (United States), 0, 0, None, 1960 
Steve_Fitzgerald, Republican Party (United States), 0, 0, None, None 
Steve_Forbes, Republican Party (United States), 0, 0, None, 1947 
Steve_Francis_(businessman), Republican Party (United States), 0, 0, None, 1954 
Steve_French_(Alabama_politician), Republican Party (United States), 0, 0, United Methodist Church, 1962 
Steve_Gallardo, Democratic Party (United States), 0, 0, None, 1968 
Steve_Gallus, Democratic Party (United States), 0, 0, None, None 
Steve_Gibson_(politician), Republican Party (United States), 0, 0, None, None 
Steve_Gooch, Republican Party (United States), 0, 0, None, 1967 
Steve_Goss, Democratic Party (United States), 0, 0, Southern Baptist Convention, 1949 
Steve_Gunderson, Republican Party (United States), 0, 0, Lutheranism, 1951 
Steve_Hambley, Republican Party (United States), 0, 0, None, 1954 
Steve_Harrison_(politician), Republican Party (United States), 0, 0, Christian, 1966 
Steve_Harshman, Republican Party (United States), 0, 0, None, None 
Steve_Henry, Democratic Party (United States), 1, 0, None, 1953 
Steve_Henson_(politician), Democratic Party (United States), 0, 0, None, 1959 
Steve_Hickey, Republican Party (United States), 0, 0, None, 1967 
Steve_Hilgenberg, Democratic Party (United States), 0, 0, Congregational church, 1944 
Steve_Hobbs_(Washington_politician), Democratic Party (United States), 0, 0, None, None 
Steve_Hodges, Democratic Party (United States), 0, 0, United Methodist Church, 1949 
Steve_Hogan, Republican Party (United States), 0, 0, None, None 
Steve_Holland_(politician), Democratic Party (United States), 0, 0, Methodism, 1955 
Steve_Horn, Republican Party (United States), 0, 0, None, 1931 
Steve_Howitt, Republican Party (United States), 0, 0, None, None 
Steve_Huffman_(politician), Republican Party (United States), 0, 0, None, 1964 
Steve_Hurst, Republican Party (United States), 0, 0, None, None 
Steve_Israel, Democratic Party (United States), 0, 0, Judaism, 1958 
Steve_Johnson_(Colorado_legislator), Republican Party (United States), 0, 0, Baptists, 1960 
Steve_Kagen, Democratic Party (United States), 0, 0, Judaism, 1949 
Steve_Katz_(politician), Republican Party (United States), 0, 0, None, 1953 
Steve_Kerrigan, Democratic Party (United States), 0, 0, None, 1971 
Steve_Kestell, Republican Party (United States), 0, 0, None, 1955 
Steve_King, Republican Party (United States), 0, 0, Catholic Church, 1949 
Steve_King_(Colorado_legislator), Republican Party (United States), 0, 0, None, None 
Steve_Kirby_(Washington_politician), Democratic Party (United States), 0, 0, None, 1951 
Steve_Knight_(politician), Republican Party (United States), 0, 0, Catholicism, 1966 
Steve_Kraus, Republican Party (United States), 0, 0, None, 1959 
Steve_LaTourette, Republican Party (United States), 0, 0, None, 1954 
Steve_Laffey, Republican Party (United States), 0, 0, None, None 
Steve_Landes, Republican Party (United States), 0, 0, Presbyterianism, 1959 
Steve_Largent, Republican Party (United States), 0, 0, None, 1954 
Steve_Lathrop, Democratic Party (United States), 0, 0, None, 1957 
Steve_Lavin_(politician), Republican Party (United States), 0, 0, None, 1967 
Steve_Lebsock, Democratic Party (United States), 0, 0, None, None 
Steve_Levy_(politician), Republican Party (United States), 0, 0, None, 1959 
Steve_Litzow, Republican Party (United States), 0, 0, None, None 
Steve_Lonegan, Republican Party (United States), 0, 0, Catholic Church, 1956 
Steve_Luecke, Democratic Party (United States), 0, 0, None, None 
Steve_M._Thompson, Republican Party (United States), 0, 0, None, 1944 
Steve_MacNett, Republican Party (United States), 0, 0, None, None 
Steve_Marchand, Democratic Party (United States), 0, 0, Catholic Church, 1974 
Steve_Martin_(Virginia_politician), Republican Party (United States), 0, 0, Baptists, 1956 
Steve_Massengill, Republican Party (United States), 0, 0, None, 1966 
Steve_Maurer, Democratic Party (United States), 0, 0, None, 1947 
Steve_McAlpine, Democratic Party (United States), 0, 0, None, 1949 
Steve_McCarter, Democratic Party (United States), 0, 0, None, 1947 
Steve_McMillan_(politician), Republican Party (United States), 0, 0, None, 1941 
Steve_Merrill, Republican Party (United States), 0, 0, None, 1946 
